9407087	0.002789
9802109	0.002637
9610043	0.002198
9905111	0.002194
9408099	0.001943
9510017	0.001936
9510135	0.001424
9510209	0.001421
9410167	0.001289
9601029	0.001090
9204099	0.001032
9409089	0.000947
9401139	0.000931
9803131	0.000889
9711165	0.000818
9411149	0.000774
9508143	0.000655
9910053	0.000649
9603167	0.000640
9612115	0.000607
9512077	0.000578
9802067	0.000578
9510169	0.000570
202021	0.000569
9602043	0.000568
9607201	0.000563
9306153	0.000554
9512059	0.000551
9505105	0.000550
9202057	0.000533
9603161	0.000524
9304011	0.000510
110055	0.000509
9507121	0.000485
9411057	0.000482
201253	0.000480
9802183	0.000480
9212149	0.000476
204253	0.000470
9803001	0.000463
9904207	0.000456
204089	0.000452
9812219	0.000451
9712251	0.000449
9505035	0.000449
9612121	0.000448
9903205	0.000446
9803235	0.000445
210157	0.000445
9710009	0.000444
9204083	0.000439
9911055	0.000431
9806087	0.000427
9405109	0.000426
9802051	0.000419
209241	0.000417
9604035	0.000416
9809039	0.000414
9706109	0.000411
9405029	0.000409
9909061	0.000409
9504081	0.000406
7191	0.000406
9904017	0.000403
9708147	0.000403
106113	0.000396
5031	0.000393
9206049	0.000390
9211021	0.000390
9806199	0.000389
9505161	0.000387
9607235	0.000383
9201061	0.000383
9401153	0.000380
9610191	0.000379
9510101	0.000378
9710231	0.000378
9508155	0.000376
2091	0.000375
9804085	0.000374
9702187	0.000374
9701025	0.000373
201081	0.000368
9712253	0.000367
2245	0.000367
9611173	0.000364
9511043	0.000363
9611137	0.000362
9810201	0.000362
9505075	0.000360
211245	0.000360
9509161	0.000357
9606139	0.000354
9512031	0.000353
9910219	0.000352
9908105	0.000352
202109	0.000348
9603087	0.000346
9808141	0.000346
9208047	0.000346
9603003	0.000344
9506171	0.000344
9806051	0.000343
9205027	0.000342
9805019	0.000340
11197	0.000336
9302023	0.000336
9611159	0.000336
9205089	0.000336
9304057	0.000336
5129	0.000335
9504145	0.000333
9208027	0.000332
9803015	0.000332
9912249	0.000332
9807069	0.000331
9701149	0.000331
9603081	0.000330
9306069	0.000329
2075	0.000329
9805185	0.000329
9708005	0.000328
9902121	0.000327
9206073	0.000327
9201067	0.000327
103239	0.000324
9605001	0.000324
9202011	0.000322
9602051	0.000321
9705151	0.000321
9209003	0.000321
9607163	0.000321
9705221	0.000319
9709027	0.000316
1197	0.000314
9509175	0.000310
9705131	0.000310
9807171	0.000310
303185	0.000308
205017	0.000306
9510225	0.000306
9804177	0.000306
9405107	0.000304
9209049	0.000304
9608117	0.000303
9808173	0.000302
9410073	0.000302
9403155	0.000301
9611203	0.000301
9602049	0.000301
9704151	0.000300
9309145	0.000299
9910149	0.000299
9508017	0.000297
9604179	0.000297
1113	0.000296
1033	0.000296
9604089	0.000296
9504147	0.000295
9605033	0.000295
9206007	0.000294
9610249	0.000293
9302103	0.000292
9510183	0.000290
9701037	0.000290
9803031	0.000290
9503121	0.000288
9812073	0.000287
9602135	0.000287
8001	0.000285
9210021	0.000284
9409113	0.000282
9912001	0.000281
9606185	0.000280
9701093	0.000280
9407031	0.000279
9501071	0.000279
9403195	0.000278
9309097	0.000278
9206029	0.000278
9611213	0.000278
9603061	0.000278
9605199	0.000277
9506109	0.000277
106109	0.000277
9701125	0.000275
9902115	0.000275
9808017	0.000275
1053	0.000275
4147	0.000273
9504027	0.000273
9506169	0.000273
9512181	0.000273
8241	0.000272
9603127	0.000272
9503163	0.000269
9811035	0.000268
104031	0.000268
9812031	0.000268
5067	0.000267
9506159	0.000267
110007	0.000266
9402077	0.000266
9504047	0.000265
8013	0.000265
203101	0.000264
9610193	0.000264
9612157	0.000264
9505053	0.000264
9910093	0.000263
9712257	0.000263
9811131	0.000263
9512219	0.000262
9510087	0.000262
9307049	0.000262
9602045	0.000262
9206027	0.000262
9805171	0.000262
9903225	0.000261
9305185	0.000261
9503115	0.000261
9505061	0.000260
9208007	0.000259
9807033	0.000259
9411187	0.000259
9210065	0.000259
9705117	0.000259
107177	0.000258
9606033	0.000257
9304141	0.000256
9808149	0.000256
9604119	0.000255
202179	0.000255
2211	0.000254
1203	0.000253
9506035	0.000253
9511151	0.000252
7195	0.000252
9301083	0.000252
9309013	0.000252
9707163	0.000251
9902105	0.000251
9510161	0.000251
9608025	0.000250
203211	0.000249
9707079	0.000249
9210141	0.000249
9802203	0.000249
9308027	0.000248
9503179	0.000248
9604055	0.000248
3187	0.000248
9609239	0.000248
9603133	0.000247
3075	0.000247
9401059	0.000247
9303153	0.000246
9601003	0.000245
206063	0.000245
9208059	0.000245
9908149	0.000245
9809057	0.000245
9502125	0.000243
9211053	0.000243
9309075	0.000243
9601177	0.000242
2043	0.000242
9909205	0.000242
9807087	0.000242
9603109	0.000241
209169	0.000240
9812135	0.000240
9805129	0.000239
9410237	0.000239
9603053	0.000238
9702201	0.000238
9308139	0.000238
11073	0.000237
9502077	0.000237
9803265	0.000237
102085	0.000236
212253	0.000236
9203079	0.000236
9704089	0.000235
5247	0.000235
9308153	0.000235
9812193	0.000235
9312189	0.000235
9812061	0.000234
9309055	0.000234
9803109	0.000233
9404013	0.000233
9907209	0.000233
9308045	0.000233
9606001	0.000232
9206081	0.000231
9404085	0.000231
9608019	0.000231
9911161	0.000230
207105	0.000230
9607233	0.000230
9501113	0.000229
12251	0.000229
9609017	0.000229
9103	0.000229
202111	0.000228
9707235	0.000228
9903077	0.000228
9912271	0.000227
9803231	0.000227
9603097	0.000227
9503157	0.000227
8007	0.000226
7245	0.000226
10209	0.000226
9909207	0.000226
103251	0.000226
103053	0.000226
105213	0.000226
108213	0.000226
9811113	0.000226
110061	0.000226
104019	0.000226
9407013	0.000226
9402153	0.000226
9210159	0.000226
9204051	0.000226
9304077	0.000226
9203037	0.000226
9405027	0.000226
9307113	0.000226
9511155	0.000226
9411189	0.000226
9609093	0.000226
9404169	0.000226
9610161	0.000226
9311073	0.000226
9808107	0.000226
9806145	0.000226
9811095	0.000226
9810033	0.000226
9902071	0.000226
9202047	0.000226
9209055	0.000226
10059	0.000226
102021	0.000226
205089	0.000226
9609219	0.000225
9302133	0.000225
9706089	0.000224
210121	0.000224
9812013	0.000223
9605187	0.000223
9505173	0.000223
9705219	0.000222
9909053	0.000222
111093	0.000221
9903219	0.000220
9304005	0.000220
9305133	0.000220
9401105	0.000220
3037	0.000220
9903069	0.000220
9704145	0.000220
9305043	0.000219
9210127	0.000219
9501075	0.000219
9810087	0.000219
9809147	0.000219
9505073	0.000218
9412229	0.000218
9411201	0.000216
9612017	0.000216
9704055	0.000216
206255	0.000216
9409111	0.000215
9304065	0.000215
9607207	0.000215
9604091	0.000214
9912167	0.000214
9309039	0.000214
9607049	0.000213
9309023	0.000213
9612207	0.000213
9501063	0.000213
9511173	0.000212
9902157	0.000212
9503227	0.000212
9404157	0.000211
9903107	0.000211
9505093	0.000211
9608163	0.000210
9811031	0.000210
9805131	0.000210
1071	0.000210
9706143	0.000210
9608111	0.000210
108177	0.000209
9911043	0.000209
9802007	0.000209
9711201	0.000209
111129	0.000209
105177	0.000209
9909047	0.000209
9805157	0.000209
9303123	0.000208
209079	0.000208
3255	0.000208
9707199	0.000208
9409139	0.000207
3027	0.000207
204051	0.000207
9604129	0.000207
9903249	0.000207
9205103	0.000206
108075	0.000206
9712117	0.000206
9511119	0.000206
9711027	0.000206
9512161	0.000206
9411021	0.000206
9905061	0.000205
9506019	0.000205
204183	0.000205
9705199	0.000205
3189	0.000205
9906039	0.000205
103067	0.000205
9907221	0.000205
9707133	0.000204
9710163	0.000204
106149	0.000203
9503229	0.000203
9904191	0.000203
9904095	0.000203
9608071	0.000202
9503023	0.000202
9901011	0.000202
9305047	0.000202
9402057	0.000202
11095	0.000202
9709087	0.000202
9705057	0.000202
9212033	0.000201
9507015	0.000201
9707093	0.000201
9601143	0.000201
9803067	0.000200
9412167	0.000200
9704167	0.000200
9411237	0.000200
9709107	0.000200
9511053	0.000200
9808129	0.000200
9702093	0.000200
210183	0.000200
9705091	0.000199
9811077	0.000199
9605049	0.000199
9811237	0.000199
9808101	0.000199
9807083	0.000199
9811047	0.000199
9205069	0.000199
203157	0.000198
9603009	0.000198
9912195	0.000198
9602065	0.000198
212313	0.000198
9806025	0.000198
9607149	0.000198
9311055	0.000198
9804111	0.000198
205131	0.000197
9806159	0.000197
9610107	0.000197
9712239	0.000197
9912075	0.000197
106283	0.000196
9709053	0.000196
9905001	0.000195
9603117	0.000195
9510129	0.000195
9906161	0.000195
9702155	0.000195
9201021	0.000195
2159	0.000195
9804083	0.000194
9607161	0.000194
9712095	0.000194
9903187	0.000194
9302033	0.000194
9609041	0.000194
11241	0.000193
9808139	0.000193
9201005	0.000193
11283	0.000193
9406203	0.000193
9411099	0.000193
9703031	0.000193
111261	0.000193
6071	0.000192
9207053	0.000192
9905229	0.000192
9802071	0.000192
9802015	0.000192
9606169	0.000192
9908023	0.000192
7209	0.000192
107251	0.000192
9204089	0.000192
9707175	0.000192
12143	0.000191
1041	0.000191
9905057	0.000191
9603159	0.000191
9802047	0.000191
9610167	0.000191
9607227	0.000191
9506133	0.000191
9206015	0.000191
9803135	0.000191
9509151	0.000191
9604065	0.000191
9209005	0.000190
111165	0.000190
101029	0.000190
9712071	0.000189
301183	0.000189
9801133	0.000189
9201001	0.000189
9306009	0.000189
9210105	0.000189
9404031	0.000189
9304047	0.000189
103013	0.000189
9705183	0.000188
9702015	0.000188
9709173	0.000188
9611047	0.000188
10137	0.000188
9404063	0.000188
9407167	0.000188
2237	0.000188
9701091	0.000188
9408155	0.000188
9510141	0.000188
5061	0.000188
9504019	0.000188
9406125	0.000188
7177	0.000188
9306033	0.000188
106201	0.000188
9401031	0.000187
9605085	0.000187
9402045	0.000187
9204045	0.000187
9403141	0.000187
9206033	0.000187
111189	0.000187
9606165	0.000187
112223	0.000187
9702163	0.000187
9608061	0.000187
206145	0.000186
9803263	0.000186
9208067	0.000186
9705087	0.000186
8003	0.000186
9908199	0.000186
9203043	0.000186
9212113	0.000186
9804027	0.000186
9603195	0.000186
5277	0.000186
9908171	0.000186
9510227	0.000186
112155	0.000186
5015	0.000186
103171	0.000185
9503161	0.000185
9707253	0.000185
9809027	0.000185
9409021	0.000185
9301059	0.000185
3237	0.000185
9701127	0.000184
9212145	0.000184
203265	0.000184
9403137	0.000184
9704073	0.000184
9711057	0.000184
9207095	0.000184
9709109	0.000184
9302047	0.000183
